name,mass,year,reclat,reclong
Mighei,8000,1889,48.066670,30.966670
Mihonoseki,6380,1992,35.568330,133.220000
Mike,224.2,1944,46.233330,17.533330
Milena,10000,1842,46.183330,16.100000
Millbillillie,330000,1960,-26.450000,120.366670
Miller (Arkansas),16700,1930,35.400000,-92.050000
Minamino,1040,1632,35.078330,136.933330
Mineo,42,1826,37.283330,14.700000
Min-Fan-Zhun,5500,1952,32.333330,120.666670
Minnichhof,550,1905,47.700000,16.600000
Mirzapur,8510,1910,25.683330,83.250000
Misshof,5800,1890,56.666670,23.000000
Mjelleim,100.7,1898,61.733330,5.933330
Mocs,300000,1882,46.800000,24.033330
Modoc (1905),35000,1905,38.500000,-101.100000
Mokoia,4500,1908,-39.633330,174.400000
Molina,144000,1858,38.116670,-1.166670
Molteno,150,1953,-31.250000,26.466670
Monahans (1998),2587,1998,31.608330,-102.858330
Monroe,8600,1849,35.250000,-80.500000
Monte das Fortes,4885,1950,38.016670,-8.250000
Monte Milone,3130,1846,43.266670,13.350000
Montferré,149000,1923,43.390560,1.962500
Montlivault,500,1838,47.633330,1.583330
Monze,,1950,-15.966670,27.350000
Moore County,1880,1913,35.416670,-79.383330
Mooresfort,3520,1810,52.450000,-8.333330
Moorleah,8887.5,1930,-40.975000,145.600000
Moradabad,70,1808,28.783330,78.833330
Morávka,633,2000,49.600000,18.533330
Mornans,1300,1875,44.600000,5.133330
Moss,3763,2006,59.433330,10.700000
Moti-ka-nagla,1500,1868,26.833330,77.333330
Motta di Conti,9150,1868,45.200000,8.500000
Mount Browne,11300,1902,-29.800000,141.700000
Mount Tazerzait,110000,1991,18.700000,4.800000
Mount Vaisi,17000,1637,44.083330,6.866670
Mtola,1100,1944,-11.500000,33.500000
Muddoor,4400,1865,12.633330,77.016670
Mulletiwu,25.5,1795,9.333330,80.833330
Muraid,4703,1924,24.500000,90.216670
Murchison,100000,1969,-36.616670,145.200000
Murray,12600,1950,36.600000,-88.100000
Muzaffarpur,1245,1964,26.133330,85.533330
Myhee Caunta,,1842,23.050000,72.633330
Nadiabondi,8165,1956,12.000000,1.000000
Nagai,1810,1922,38.121670,140.061670
Nagaria,20,1875,26.983330,78.216670
Nagy-Borové,6100,1895,49.166670,19.500000
Nakhla,10000,1911,31.316670,30.350000
Nakhon Pathom,23200,1923,13.733330,100.083330
Nammianthal,4500,1886,12.283330,79.200000
Nan Yang Pao,52900,1917,35.666670,103.500000
Nanjemoy,7500,1825,38.416670,-77.166670
Nantong,529,1984,32.116670,121.800000
Naoki,17000,1928,19.250000,77.000000
Naragh,2700,1974,33.750000,51.500000
Narellan,367.5,1928,-34.050000,150.688890
Narni,,920,42.516670,12.516670
Nassirah,347,1936,-21.733330,165.900000
Natal,1.4,1973,,
Nawapali,105,1890,21.250000,83.666670
Neagari,420,1995,36.449170,136.465280
Nedagolla,4500,1870,18.683330,83.483330
Nejo,2450,1970,9.500000,35.333330
Nerft,10250,1864,56.500000,21.500000
Neuschwanstein,6189,2002,47.525000,10.808330
New Concord,230000,1860,40.000000,-81.766670
New Halfa,12000,1994,15.366670,35.683330
New Orleans,19256,2003,29.947180,-90.109760
Ngawi,1393,1883,-7.450000,111.416670
N'Goureyma,37500,1900,13.850000,-4.383330
Nicorps,,1750,49.033330,-1.433330
Niger (L6),3.3,1967,,
Niger (LL6),3.3,1967,,
Nikolaevka,3996,1935,52.450000,78.633330
Nikolskoe,6000,1954,56.116670,37.333330
Ningbo,14250,1975,29.866670,121.483330
Ningqiang,4610,1983,32.925000,105.906670
Nio,467,1897,34.200000,131.566670
N'Kandhla,17200,1912,-28.566670,30.700000
Nobleborough,2300,1823,44.083330,-69.483330
Noblesville,483.7,1991,40.085280,-86.055000
Nogata,472,860,33.725000,130.750000
Nogoya,4000,1879,-32.366670,-59.833330
Norfork,1050,1918,36.216670,-92.266670
Norton County,1100000,1948,39.683330,-99.866670
Noventa Vicentina,177,1971,45.291670,11.527220
Novo-Urei,1900,1886,54.816670,46.000000
Novy-Ergi,,1662,58.550000,31.333330
Novy-Projekt,1001,1908,56.000000,22.000000
Noyan-Bogdo,250,1933,42.916670,102.466670
Nuevo Mercurio,50000,1978,24.300000,-102.133330
Nulles,5000,1851,41.633330,0.750000
Numakai,363,1925,43.333330,141.866670
Nyaung,737.6,1939,21.208330,94.916670
Nyirábrany,1100,1914,47.550000,22.025000
Ochansk,500000,1887,57.783330,55.266670
Oesede,1400,1927,52.283330,8.050000
Oesel,6000,1855,58.500000,23.000000
Ofehértó,3750,1900,47.883330,22.033330
Ogi,14360,1741,33.283330,130.200000
Ohaba,16250,1857,46.066670,23.583330
Ohuma,7700,1963,6.750000,8.500000
Ojuelos Altos,5850,1926,38.183330,-5.400000
Okabe,194,1958,36.183330,139.216670
Okano,4742,1904,35.083330,135.200000
Okniny,12000,1834,50.833330,25.500000
Oldenburg (1930),16570,1930,52.950000,8.166670
Oliva-Gandia,,1519,39.000000,-0.033330
Olivenza,150000,1924,38.716670,-7.066670
Olmedilla de Alarcón,40000,1929,39.566670,-2.100000
Omolon,250000,1981,64.020000,161.808330
Orgueil,14000,1864,43.883330,1.383330
Orlando,180,2004,28.547500,-81.362220
Ornans,6000,1868,47.116670,6.150000
Ortenau,4500,1671,48.500000,8.000000
Orvinio,3400,1872,42.133330,12.933330
Oterøy,246,1928,58.883330,9.400000
Otomi,6510,1867,38.400000,140.350000
Ottawa,840,1896,38.600000,-95.216670
Ouadangou,4440,2003,12.900000,0.080000
Oued el Hadjar,1215.5,1986,30.180000,-6.577170
Oum Dreyga,17000,2003,24.300000,-13.100000
Ourique,20000,1998,37.608330,-8.280000
Ovambo,121.5,1900,-18.000000,16.000000
Oviedo,205,1856,43.400000,-5.866670
Owrucz,,1775,51.333330,28.833330
Pacula,3400,1881,21.050000,-99.300000
Padvarninkai,3858,1929,55.666670,25.000000
Paitan,515,1910,17.743330,120.455830
Palahatchie,,1910,32.316670,-89.716670
Palca de Aparzo,1430,1988,-23.116670,-65.100000
Palinshih,18000,1914,43.483330,118.616670
Palmyra,135,1926,39.800000,-91.500000
Palolo Valley,682,1949,21.300000,-157.783330
Pampanga,10500,1859,15.083330,120.700000
Pantar,2130,1938,8.066670,124.283330
Paragould,408000,1930,36.066670,-90.500000
Parambu,2000,1967,-6.233330,-40.700000
Paranaiba,100000,1956,-19.133330,-51.666670
Park Forest,18000,2003,41.484720,-87.679170
Parnallee,77600,1857,9.233330,78.350000
Parsa,800,1942,26.200000,85.400000
Pasamonte,5100,1933,36.216670,-103.400000
Patora,4375,1969,20.936940,82.050000
Patrimonio,2121,1950,-19.533330,-48.566670
Patti,12,1922,38.133330,14.966670
Patwar,37350,1935,23.150000,91.183330
Pavel,2968,1966,43.466670,25.516670
Pavlodar (stone),142.5,1938,52.300000,77.033330
Pavlograd,40000,1826,48.533330,35.983330
Pavlovka,2000,1882,52.033330,43.000000
Pê,,1989,11.333670,-3.542170
Peace River,45760,1963,56.133330,-117.933330
Peckelsheim,117.8,1953,51.666670,9.250000
Peekskill,12570,1992,41.283330,-73.916670
Peña Blanca Spring,70000,1946,30.125000,-103.116670
Peramiho,165,1899,-10.666670,35.500000
Perpeti,23474,1935,23.325000,91.000000
Perth,2,1830,56.400000,-3.433330
Pervomaisky,66000,1933,56.633330,39.433330
Pesyanoe,3393,1933,55.500000,66.083330
Pétèlkolé,189,1995,14.052000,0.420000
Petersburg,1800,1855,35.300000,-86.633330
Pettiswood,,1779,53.533330,-7.333330
Phillips County (stone),57900,1901,40.000000,-99.250000
Phu Hong,500,1887,11.250000,108.583330
Phum Sambo,7800,1933,12.000000,105.483330
Phuoc-Binh,11000,1941,15.716670,108.100000
Piancaldoli,13.1,1968,44.244170,11.502220
Picote,,1843,41.366670,-6.233330
Pillistfer,23250,1863,58.666670,25.733330
Piplia Kalan,42000,1996,26.034720,73.941670
Piquetberg,37,1881,-32.866670,18.716670
Pirgunje,842,1882,25.800000,88.450000
Pirthalla,1161,1884,29.583330,76.000000
Pitts,3760,1921,31.950000,-83.516670
Plantersville,2085,1930,30.700000,-96.116670
Pleşcoi,6913,2008,45.275000,26.709720
Ploschkovitz,39,1723,50.533330,14.116670
Pnompehn,96,1868,11.583330,104.916670
Pohlitz,3000,1819,50.933330,12.133330
Pokhra,350,1866,26.716670,82.666670
Pollen,253.6,1942,66.348330,14.015000
Pontlyfni,157,1931,53.036390,-4.319440
Portales Valley,71400,1998,34.175000,-103.295000
Portugal,4500,1796,38.500000,-8.000000
Po-wang Chen,665,1933,31.416670,118.500000
Prambachkirchen,2125,1932,48.302500,13.940830
Pribram,5555,1959,49.666670,14.033330
Pricetown,900,1893,39.116670,-83.850000
Puerto Lápice,500,2007,39.350000,-3.516670
Pulsora,560,1863,23.366670,75.183330
Pultusk,250000,1868,52.766670,21.266670
Punganaru,100,1811,13.333330,78.950000
Putinga,300000,1937,-29.033330,-53.050000
Qidong,1275,1982,32.083330,121.500000
Qingzhen,2600,1976,26.533330,106.466670
Queen's Mercy,7000,1925,-30.116670,28.700000
Quenggouk,6045,1857,17.766670,95.183330
Quesa,10750,1898,39.000000,-0.666670
Quija,17450,1990,44.616670,126.133330
Quincay,65,1851,46.600000,0.250000
Raco,5000,1957,-26.666670,-65.450000
Raghunathpura,10200,1986,27.725280,76.465000
Rahimyar Khan,67225,1983,28.225000,70.200000
Rakovka,9000,1878,52.983330,37.033330
Ramnagar,3766,1940,26.450000,82.900000
Rampurhat,100,1916,24.166670,87.766670
Ramsdorf,4682,1958,51.883330,6.933330
Ranchapur,290.39999999999998,1917,23.983330,87.083330
Rancho de la Presa,300,1899,19.866670,-100.816670
Rangala,3224.5,1937,25.383330,72.016670
Raoyang,4910,1919,38.200000,115.700000
Ras Tanura,6.1,1961,26.666670,50.150000
Rasgrad,24700,1740,43.500000,26.533330
Ratyn,910,1880,52.200000,17.983330
Red Canyon Lake,18.41,2007,38.137420,-119.758120
Reliegos,17300,1947,42.475000,-5.333330
Rembang,10000,1919,-6.733330,111.366670
Renazzo,1000,1824,44.766670,11.283330
Renca,300,1925,-32.750000,-65.283330
Renqiu,355,1916,38.666670,116.133330
Repeev Khutor,7000,1933,48.600000,45.666670
Revelstoke,1,1965,51.333330,-118.950000
Rewari,3332,1929,28.200000,76.666670
Rich Mountain,668,1903,35.033330,-83.033330
Richardton,90000,1918,46.883330,-102.316670
Richland Springs,1900,1980,31.250000,-99.033330
Richmond,1800,1828,37.466670,-77.500000
Rio Negro,1310,1934,-26.100000,-49.800000
Rivolta de Bassi,103.3,1490,45.483330,9.516670
Rochester,340,1876,41.083330,-86.283330
Rockhampton,1641,1895,-23.383330,150.516670
Roda,400,1871,42.300000,0.550000
Rodach,2900,1775,50.350000,10.800000
Rose City,10600,1921,44.516670,-83.950000
Rowton,3500,1876,52.766670,-2.516670
Ruhobobo,465.5,1976,-1.450000,29.833330
Rumuruti,67,1934,0.266670,36.533330
Rupota,6000,1949,-10.266670,38.766670
Ryechki,13000,1914,51.133330,34.500000
Sabetmahet,1250,1855,27.433330,82.083330
Sabrum,478,1999,23.083330,91.666670
Sagan,,1636,51.533330,14.883330
Saint-Sauveur,14000,1914,43.733330,1.383330
Saint-Séverin,271000,1966,45.300000,0.233330
Sakauchi,4180,1913,35.666670,136.300000
Salem,61.4,1981,44.979170,-122.969440
Salles,9000,1798,46.050000,4.633330
Salzwedel,43,1985,52.750000,11.050000
Samelia,2462,1921,25.666670,74.866670
San Juan Capistrano,56,1973,33.484720,-117.662500
San Michele,237,2002,43.666670,13.000000
San Pedro de Quiles,282,1956,-31.016670,-71.400000
San Pedro Jacuaro,460,1968,19.766670,-100.650000
Santa Barbara,400,1873,-29.200000,-51.866670
Santa Cruz,60,1939,24.166670,-99.333330
Santa Isabel,5500,1924,-33.900000,-61.700000
Santa Lucia (2008),4000,2008,-31.535556,-68.489444
São Jose do Rio Preto,927,1962,-20.810000,-49.380560
Saratov,200000,1918,52.550000,46.550000
Sasagase,695,1688,34.716670,137.783330
Sauguis,4000,1868,43.150000,-0.850000
Savtschenskoje,2500,1894,47.216670,29.866670
Sayama,430,1986,35.866670,139.400000
Sazovice,412,1934,49.233330,17.566670
Schellin,7000,1715,53.350000,15.050000
Schenectady,283.3,1968,42.860830,-73.950280
Schönenberg,8000,1846,48.116670,10.466670
Searsmont,5400,1871,44.366670,-69.200000
Sediköy,240,1917,38.300000,27.133330
Segowlie,6930,1853,26.750000,84.783330
Selakopi,1590,1939,-7.233330,107.333330
Seldebourak,150,1947,22.833330,4.983330
Semarkona,691,1940,22.250000,79.000000
Sena,4000,1773,41.716670,-0.050000
Senboku,866,1993,39.438330,140.511670
Seoni,20000,1966,21.683890,79.500830
Seres,8500,1818,41.050000,23.566670
Serra de Magé,1800,1923,-8.383330,-36.766670
Sete Lagoas,350,1908,-19.466670,-44.216670
Sevilla,180,1862,37.416670,-6.000000
Sevrukovo,101000,1874,50.616670,36.600000
Sfax,7000,1989,34.750000,10.716670
Shalka,4000,1850,23.100000,87.300000
Sharps,1265,1921,37.833330,-76.700000
Shelburne,18600,1904,44.050000,-80.166670
Shergotty,5000,1865,24.550000,84.833330
Sheyang,605,1976,33.650000,120.066670
Shikarpur,3679.7,1921,25.850000,87.577500
Shuangyang,3900,1971,43.500000,125.666670
Shupiyan,5000,1912,33.716670,74.833330
Shytal,3200,1863,24.333330,90.166670
Siena,3700,1794,43.116670,11.600000
Sikhote-Alin,23000000,1947,46.160000,134.653330
Silao,1710,1995,20.933330,-101.383330
Silistra,0.15,1917,44.116670,27.266670
Simmern,1222,1920,49.983330,7.533330
Sinai,1455,1916,30.900000,32.483330
Sindhri,8400,1901,26.216670,69.550000
Sinnai,2000,1956,39.300000,9.200000
Sioux County,4100,1933,42.583330,-103.666670
Sitathali,1600,1875,20.916670,82.583330
Sivas,40000,1989,39.824670,36.135830
Sixiangkou,630,1989,32.433330,119.866670
Ski,850,1848,59.733330,10.866670
Slavetic,1708,1868,45.683330,15.600000
Slobodka,2750,1818,55.000000,35.000000
Soheria,72.900000000000006,1960,27.133330,84.066670
Soko-Banja,80000,1877,43.666670,21.866670
Sologne,54,1860,47.366670,1.733330
Sołtmany,1066,2011,54.008830,22.005000
Sone,17100,1866,35.166670,135.333330
Songyuan,36900,1993,45.250000,125.000000
Sopot,958,1927,44.416670,23.500000
Soroti,2050,1945,1.700000,33.633330
St. Caprais-de-Quinsac,360,1883,44.750000,0.050000
St. Christophe-la-Chartreuse,5500,1841,46.950000,-1.500000
St. Denis Westrem,700,1855,51.050000,3.750000
St. Germain-du-Pinel,4000,1890,48.016670,-1.150000
St. Louis,1000,1950,38.700000,-90.233330
St. Mark's,13780,1903,-32.016670,27.416670
St. Mary's County,24.3,1919,38.166670,-76.383330
St. Mesmin,8300,1866,48.450000,3.933330
St. Michel,17000,1910,61.650000,27.200000
St.-Chinian,134.30000000000001,1959,43.433330,2.950000
Ställdalen,34000,1876,59.933330,14.950000
Stannern,52000,1808,49.283330,15.566670
Stavropol,1500,1857,45.050000,41.983330
Ste. Marguerite,4960,1962,50.766670,3.000000
Sterlitamak,325000,1990,53.666670,55.983330
Stolzenau,,1647,52.533330,9.050000
Stratford,50,1974,41.200000,-73.133330
Strathmore,13400,1917,56.583330,-3.250000
Stretchleigh,10400,1623,50.383330,-3.950000
St-Robert,25400,1994,45.968610,-72.978060
Success,3500,1924,36.483330,-90.666670
Suchy Dul,815.3,1969,50.538060,16.263330
Suizhou,260000,1986,31.616670,113.466670
Sulagiri,110000,2008,12.666670,78.033330
Sultanpur,1710.5,1916,25.933330,84.283330
Sungach,637,1935,44.866670,133.166670
Supuhee,7235,1865,26.716670,84.216670
Sutter's Mill,992.5,2012,38.803890,-120.908060
Sylacauga,5560,1954,33.188360,-86.294500
Tabor,7540,1753,49.400000,14.650000
Tadjera,9000,1867,36.183330,5.416670
Tagish Lake,10000,2000,59.704440,-134.201390
Tahara,1000,1991,34.720000,137.305000
Takenouchi,720,1880,35.383330,134.900000
Talampaya,1421,1995,,
Tambakwatu,10500,1975,-7.750000,112.766670
Tamdakht,100000,2008,31.163330,-7.015000
Tané,905,1918,35.433330,136.233330
Taonan,3850,1965,45.400000,122.900000
Tatahouine,12000,1931,32.950000,10.416670
Tathlith,2500,1967,19.383330,43.733330
Tauk,6000,1929,35.133330,44.450000
Tauti,21000,1937,46.716670,23.500000
Tenham,160000,1879,-25.733330,142.950000
Tennasilm,28500,1872,58.033330,26.950000
Thal,342,1950,33.400000,70.600000
Thika,14200,2011,-1.002780,37.150280
Thuathe,45300,2002,-29.333330,27.583330
Tianzhang,2232,1986,32.946670,118.990000
Tieschitz,28000,1878,49.600000,17.116670
Tilden,74800,1927,38.200000,-89.683330
Tillaberi,3000,1970,14.250000,1.533330
Timochin,65500,1807,54.500000,35.200000
Tirupati,230,1934,13.633330,79.416670
Tissint,7000,2011,29.481950,-7.611230
Tjabe,20000,1869,-7.083330,111.533330
Tjerebon,16500,1922,-6.666670,106.583330
Tomakovka,600,1905,47.850000,34.766670
Tomatlan,900,1879,20.166670,-105.216670
Tomita,600,1916,34.500000,133.750000
Tomiya,27.5,1984,38.366670,140.865560
Tonk,7.7,1911,24.650000,76.866670
Torino,977,1988,45.066670,7.666670
Torrington,259.10000000000002,1944,42.066670,-104.166670
Toulouse,1030,1812,43.600000,1.400000
Tounkin,2000,1824,51.733330,102.533330
Tourinnes-la-Grosse,14500,1863,50.783330,4.766670
Trebbin,1250,1988,52.216670,13.166670
Trenzano,11800,1856,45.466670,10.000000
Treysa,63000,1916,50.916670,9.183330
Tromøy,357.4,1950,58.473330,8.866670
Troup,1020,1917,32.166670,-95.100000
Trysil,640,1927,61.300000,12.300000
Tsukuba,800,1996,36.063330,140.145000
Tuan Tuc,13100,1921,9.666670,105.666670
Tugalin-Bulen,10000,1967,45.466670,105.383330
Tulung Dzong,,1944,30.000000,90.750000
Turtle Lake,89.3,1996,45.345830,-92.051670
Tuxtuac,30000,1975,21.666670,-103.366670
Tysnes Island,19860,1884,60.000000,5.616670
Tyumen,750,1903,57.166670,65.533330
Uberaba,40000,1903,-19.816670,-48.783330
Ucera,4590,1970,11.050000,-69.850000
Uchkuduk,1000,1989,41.766670,62.516670
Udaipur,2000,1976,,
Udei Station,103000,1927,7.950000,8.083330
Uden,710,1840,51.650000,5.616670
Udipi,3600,1866,13.483330,74.783330
Ufana,189.2,1957,-4.266670,35.350000
Ulmiz,76.5,1926,46.933330,7.216670
Umbala,100,1822,30.333330,76.333330
Umm Ruaba,1700,1966,13.466670,31.216670
Undulung,113.4,1986,66.138890,124.766670
Unkoku,1000,1924,34.800000,127.000000
Urasaki,1500,1926,34.483330,133.283330
Usti Nad Orlici,1269,1963,49.975000,16.375000
Utrecht,9700,1843,52.116670,5.183330
Utzenstorf,3422,1928,47.116670,7.550000
Uzcudun,20000,1948,-44.116670,-66.150000
Vago,40,1668,45.416670,11.133330
Valdavur,2799,1944,11.983330,79.750000
Valdinizza,1004,1903,44.866670,9.150000
Valdinoce,,1495,44.066670,12.100000
Valera,50000,1972,9.316670,-70.628330
Varre-Sai,2500,2010,-20.850010,-41.733560
Vavilovka,1932,1876,46.150000,32.833330
Vengerovo,10800,1950,56.133330,77.266670
Veramin,54000,1880,35.333330,51.633330
Verkhne Tschirskaia,8000,1843,48.416670,43.200000
Vernon County,1500,1865,43.500000,-91.166670
Vetluga,750,1949,57.800000,45.800000
Vigarano,15000,1910,44.850000,11.400000
Villalbeto de la Peña,3500,2004,42.800000,-4.666670
Villarrica,,1925,-25.833330,-56.500000
Vilna,0.1,1967,54.225000,-111.691670
Virba,3600,1873,43.533330,22.633330
Vishnupur,2437,1906,23.100000,87.433330
Vissannapeta,1303.8,1997,16.833330,80.750000
Visuni,594,1915,25.450000,70.000000
Vouillé,20000,1831,46.633330,0.166670
Walters,28100,1946,34.333330,-98.300000
Warrenton,1600,1877,38.683330,-91.150000
Washougal,225,1939,45.583330,-122.350000
Werdama,4000,2006,32.797320,21.787130
Wessely,3750,1831,48.950000,17.383330
Weston,150000,1807,41.266667,-73.266667
Wethersfield (1971),350,1971,41.700000,-72.650000
Wethersfield (1982),2756,1982,41.710560,-72.673610
Whetstone Mountains,2138.7399999999998,2009,31.961850,-110.434183
Wiluna,150000,1967,-26.592780,120.328330
Witklip Farm,22,1918,-26.000000,30.000000
Witsand Farm,66,1932,-28.666670,18.916670
Wittekrantz,2200,1880,-32.500000,23.000000
Wolamo,166.4,1964,9.000000,39.000000
Wold Cottage,25000,1795,54.136670,-0.413330
Woolgorong,36000,1960,-27.750000,115.833330
Worden,1551,1997,42.384670,-83.611500
Wuan,50000,1986,36.750000,114.250000
Wuzhi,,1931,35.133330,113.333330
Xi Ujimgin,5900,1980,44.666670,117.500000
Xingyang,75500,1977,32.333330,114.316670
Yafa,5700,2000,13.711110,45.170000
Yambo,4,1951,1.000000,22.500000
Yangchiang,20000,1954,21.833330,111.833330
Yanzhuang,3500,1990,24.566670,114.166670
Yardymly,150200,1959,38.933330,48.250000
Yatoor,13600,1852,14.300000,79.766670
Yonozu,31650,1837,37.750000,139.000000
Yorktown (New York),250,1869,41.283330,-73.816670
Yoshiki,0.1,1928,34.166670,131.450000
Yukan,4800,1931,28.716670,116.616670
Yurtuk,1472,1936,47.316670,35.366670
Zaborzika,3867,1818,50.283330,27.683330
Zabrodje,3000,1893,55.183330,27.916670
Zag,175000,1998,27.333330,-9.333330
Zagami,18000,1962,11.733330,7.083330
Zaisan,463,1963,47.500000,83.000000
Zaisho,330,1898,33.700000,133.800000
Zaoyang,14250,1984,32.300000,112.750000
Zavetnoe,800,1952,47.133330,43.900000
Zavid,95000,1897,44.400000,19.116670
Zebrak,2000,1824,49.883330,13.916670
Zemaitkiemis,44100,1933,55.300000,25.000000
Zhaodong,42000,1984,45.816670,125.916670
Zhovtnevyi,107000,1938,47.583330,37.250000
Zhuanghe,2900,1976,39.666670,122.983330
Zmenj,246,1858,51.833330,26.833330
Zomba,7500,1899,-15.183330,35.283330
Zsadany,552,1875,46.933330,21.500000
Zvonkov,2568,1955,50.200000,30.250000
Abajo,331,1982,26.800000,-105.416670
Abar al' Uj 001,194.34,2008,22.721920,48.959370
Abbott,21100,1951,36.300000,-104.283330
Abernathy,2914,1941,33.850000,-101.800000
Abo,1.2,1840,60.433330,22.300000
Abu Moharek,4500,1997,27.239440,29.835830
Acfer 001,6700,1989,27.500000,3.616670
Acfer 002,228,1989,27.616670,3.850000
Acfer 003,145,1989,27.816670,4.033330
Acfer 004,1020,1989,27.583330,3.816670
Acfer 005,115,1989,27.600000,3.833330
Acfer 006,561,1989,27.633330,3.966670
Acfer 007,542,1989,27.516670,3.650000
Acfer 008,205,1989,27.533330,3.700000
Acfer 009,127,1989,27.733330,4.083330
Acfer 010,276,1989,27.750000,4.100000
Acfer 011,3800,1989,27.750000,4.166670
Acfer 012,98,1989,27.800000,4.166670
Acfer 013,490,1989,27.833330,4.283330
Acfer 014,307,1989,27.800000,4.466670
